"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000109321"	6.90095942376085	-0.0652515465868004	5.10866136892849	4.41000614699986e-05	0.372759582441584	1.01777461901988
"ENSG00000185372"	-4.2138080590213	-2.05195759005665	-4.94524803737171	6.50833053974167e-05	0.372759582441584	0.448267470287329
"ENSG00000203326"	-2.21367545053382	3.75098112236107	-4.69685704984722	0.000117967496758936	0.372759582441584	0.985700357078859
"ENSG00000136813"	-3.79454640757614	1.68572659626483	-4.61612836749049	0.000143215545828377	0.372759582441584	0.441439386519642
"ENSG00000197142"	-6.32749877716183	-0.54390474297715	-4.605791901208	0.00014681913358106	0.372759582441584	0.153021721156366
"ENSG00000082397"	-4.98153064660293	1.7140042709936	-4.5839954494506	0.000154719899242392	0.372759582441584	0.414783352630326
"ENSG00000253649"	-4.59566350728976	0.0577042511722719	-4.55827635617421	0.000164594529558512	0.372759582441584	0.0246610993161847
"ENSG00000153790"	-3.84094016201903	-2.16460205899975	-4.37138871620008	0.000258160283223464	0.376834239673525	-0.419197633555461
"ENSG00000287725"	-4.37374292891925	0.147704695120114	-4.3474800945498	0.000273474573548115	0.376834239673525	-0.289619354006557
"ENSG00000172006"	-2.76145027048118	2.92432028514472	-4.28556055883747	0.000317500825539633	0.376834239673525	0.0154139421072115
"ENSG00000171855"	-4.17197967102644	-2.40087414141659	-4.27147916781815	0.000328464879855025	0.376834239673525	-0.538748798749404
"ENSG00000197405"	-3.38800831200541	1.06104923622026	-4.06592730402172	0.000539092384346696	0.376834239673525	-0.552668795932568
"ENSG00000169220"	-5.29069828238539	1.19188393681574	-4.05595704626473	0.000552196279479684	0.376834239673525	-0.678174953390897
"ENSG00000083454"	-4.04356707876184	0.625738569665558	-4.04869533730191	0.00056193954460712	0.376834239673525	-0.679259447201362
"ENSG00000094804"	-3.89763201578577	4.32130388026958	-4.03853232588324	0.000575863659812205	0.376834239673525	-0.297011589258784
"ENSG00000128607"	-3.71399789361728	2.56192608381087	-4.0344842105464	0.000581505074255287	0.376834239673525	-0.408548729310248
"ENSG00000180104"	-2.87513901808814	1.57446369127498	-4.0256120726404	0.000594062339038742	0.376834239673525	-0.632196153223393
"ENSG00000102755"	-3.07192770959422	-0.0863660124949918	-4.02491154483055	0.00059506525825244	0.376834239673525	-0.724481807280676
"ENSG00000070759"	-4.92159170622223	1.96225379565153	-4.0169425902011	0.000606593404002151	0.376834239673525	-0.525995817645162
"ENSG00000243811"	3.92700586598562	-2.86140807806478	3.98812690658797	0.000650164487668874	0.376834239673525	-1.03032746391756
"ENSG00000109819"	-4.4900811968534	-0.349664008863589	-3.96065319205137	0.000694600231555902	0.376834239673525	-0.910988727910143
"ENSG00000171772"	-3.34838469827877	0.448399048110227	-3.91703357913891	0.000771427555319831	0.376834239673525	-0.92969907133574
"ENSG00000136205"	5.02319617927289	-0.329754054086282	3.91574756860456	0.000773816289084115	0.376834239673525	-0.989140669211865
"ENSG00000137040"	-4.47059728154287	1.49484952801055	-3.89401709663629	0.0008153083406376	0.376834239673525	-0.842598268033473
"ENSG00000106128"	-4.32372836014418	0.609286855559115	-3.88551197045461	0.000832142534663851	0.376834239673525	-0.926391721183102
"ENSG00000236056"	-4.19992203472427	-1.74617653105478	-3.8849980413783	0.000833170729997573	0.376834239673525	-1.07655389660412
"ENSG00000163781"	-1.44402708146023	4.57321558178799	-3.88402947433479	0.000835111926172314	0.376834239673525	-0.505716318700805
"ENSG00000111752"	-4.25810226596453	1.46849544705844	-3.859871777618	0.000885006533118778	0.376834239673525	-0.883975504969917
"ENSG00000198105"	-4.00629116315929	0.897939410541101	-3.85902726346522	0.00088680322850306	0.376834239673525	-0.929777073284898
"ENSG00000167202"	-4.52521031246237	1.62802199901253	-3.84307985943836	0.000921418008095641	0.376834239673525	-0.878484897263808
"ENSG00000260456"	-3.87330400343632	-0.683223977850269	-3.83809020671768	0.000932520870778578	0.376834239673525	-1.15810782096515
"ENSG00000138030"	-3.4062060815545	2.14661945784874	-3.832609643028	0.000944868890244552	0.376834239673525	-0.94901269210373
"ENSG00000179104"	-3.72509833748306	2.15630497328234	-3.83116664710252	0.000948146890779489	0.376834239673525	-0.830814266718032
"ENSG00000124370"	-3.59919345040329	-2.53292433427231	-3.82010106107739	0.000973661390586506	0.376834239673525	-1.26801704033096
"ENSG00000108582"	-3.58510429117562	3.39029635324027	-3.81172033091231	0.000993436692680102	0.376834239673525	-0.764879822257908
"ENSG00000233820"	-4.27273961440165	1.23215642070846	-3.77864143857009	0.00107544734724671	0.376834239673525	-1.10862696131831
"ENSG00000146232"	-4.49875035832004	-1.17306116941514	-3.76411411306539	0.0011135481283081	0.376834239673525	-1.30660535631412
"ENSG00000125648"	-3.6588662722048	0.366788540576785	-3.74037591239656	0.0011786982180054	0.376834239673525	-1.20203957274608
"ENSG00000070985"	-3.8976226298096	0.65678060956333	-3.72224563620229	0.00123098141737836	0.376834239673525	-1.263492193162
"ENSG00000243789"	-3.90305846600078	1.81087741041493	-3.71102406719573	0.00126448246685061	0.376834239673525	-1.16251741252757
"ENSG00000164576"	-4.35678695023606	-0.586147754981612	-3.69096813784268	0.00132661461142354	0.376834239673525	-1.34386531449305
"ENSG00000182253"	-3.53636089273281	2.13147638939289	-3.67474993305883	0.00137905286822111	0.376834239673525	-1.15656509207632
"ENSG00000065609"	-3.90640352616513	2.1846487474485	-3.67297692385143	0.00138490806550682	0.376834239673525	-1.13033362079669
"ENSG00000172379"	-3.88730404498629	1.74879988348214	-3.66702902593688	0.0014047301052954	0.376834239673525	-1.16289145223755
"ENSG00000157077"	-1.41270527560311	5.1752120156147	-3.63515932677463	0.00151580034187655	0.376834239673525	-1.01543001567357
"ENSG00000070950"	-4.15930586230763	3.34403350176272	-3.61068553725046	0.0016069279523125	0.376834239673525	-1.16652999210846
"ENSG00000075413"	-1.7732201516892	6.70583691573235	-3.60727617121863	0.00162004340725742	0.376834239673525	-1.11624625706441
"ENSG00000176293"	-3.40751757833533	1.14144218643016	-3.58759529117026	0.00169783891077675	0.376834239673525	-1.37045067892542
"ENSG00000172602"	-1.77906692560681	6.82133034380834	-3.58394686739178	0.00171265915774483	0.376834239673525	-1.16618949052446
"ENSG00000112029"	-1.39286839475717	7.85188518480717	-3.5805374587869	0.00172662348835421	0.376834239673525	-1.23955179580819
"ENSG00000140807"	-3.82426795769937	0.720981653436359	-3.57717750311285	0.00174049481664574	0.376834239673525	-1.43174252148422
"ENSG00000205038"	-3.87456492058868	-0.102207395035036	-3.57579957242966	0.00174621513987722	0.376834239673525	-1.45338327697139
