"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003"	137.879663396551	2.57619525121301	1.2623404667093	2.04080857672947	0.0412698577408572	0.253752851090657
"ENSG00000000419"	942.475837808678	-0.537135359708483	0.395014315820506	-1.3597870714958	0.173897314786692	0.492690371982154
"ENSG00000000457"	810.999518025844	-0.870033381661092	0.704864685831193	-1.2343268135715	0.217081148262423	0.547458806291721
"ENSG00000000460"	220.93399160191	1.9932713334531	1.1133355981991	1.79035983101354	0.0733960835118785	0.332883949072864
"ENSG00000001036"	102.182765208396	1.12925851601936	1.12363205725312	1.00500738540692	0.314893293639701	0.642186124503064
"ENSG00000001084"	368.806846119834	-0.147071421911037	0.713753014905151	-0.206053661196207	0.836748994984923	0.945718621475158
"ENSG00000001167"	695.894903834984	-0.346272129464442	0.728764101806389	-0.475149816800988	0.634680192947209	0.854624960606819
"ENSG00000001460"	932.642215022374	-0.410952481211248	0.315340163899023	-1.30320374077957	0.192505213374592	0.516959361139892
"ENSG00000001461"	1776.50946402764	1.03542724776706	0.591993243017676	1.74905247649278	0.0802819489082801	0.348258286429041
"ENSG00000001497"	340.509744547096	0.505083970510325	0.941474362859304	0.536481916487201	0.591625530533357	0.832147421665143
"ENSG00000001561"	28.3303849003849	0.609979963032448	1.85565767578865	0.328713625897194	0.74237215419807	NA
"ENSG00000001626"	1667.77376532713	0.419539040761055	0.594222109444174	0.706030681277553	0.48016905760864	0.770555375742356
"ENSG00000001629"	628.084500029242	-0.341613717128132	0.56064139301772	-0.609326605888578	0.542307975192765	0.806455683796884
"ENSG00000001630"	35.647699344876	0.774906969185312	1.00673079803069	0.769726098278843	0.441462385445636	0.746128029144849
"ENSG00000001631"	141.18617124376	0.719607212628369	0.733931439597774	0.980482881374785	0.326847815642187	0.650660850911882
"ENSG00000002016"	60.9251133514048	2.78410109879715	1.05429541161686	2.64072201028313	0.00827295697068685	0.111922185631213
"ENSG00000002079"	23.6793471699677	0.614949371520661	1.16968108384817	0.52574105883419	0.599068131887173	NA
"ENSG00000002330"	27.4393389392745	2.07122508903429	1.05701312090946	1.95950745365602	0.0500533878386494	NA
"ENSG00000002549"	433.509122295888	0.717579469871539	0.735653219169733	0.975431699573622	0.329346165871962	0.651872307916272
"ENSG00000002586"	3227.03985016488	-0.359102464754864	0.441460121966586	-0.813442589457818	0.415964349451643	0.728984180941757
"ENSG00000002746"	33.2853355792409	1.50466075361956	0.984122664526252	1.52893618636849	0.126280264374964	0.427075806828113
"ENSG00000002822"	27.9281067923833	2.32510262114735	1.00758263878312	2.30760488683632	0.0210211224672297	NA
"ENSG00000002834"	88.4928676174852	1.27149563344673	1.08147112029709	1.17570928116641	0.239711068543316	0.57179246684852
"ENSG00000002919"	308.55493213376	0.668945357212876	1.22468382263886	0.546218823868742	0.584915528238278	0.828955214874782
"ENSG00000003056"	469.30756552766	0.931528697243071	0.855958554403975	1.08828715181393	0.276468360724436	0.608666764553029
"ENSG00000003096"	13.4784505209572	1.54402487472754	2.51990611560019	0.612731111357215	0.540054147643528	NA
"ENSG00000003137"	6.70081757613106	0.236285296790884	1.32583799920415	0.178215812891709	0.858553491622372	NA
"ENSG00000003147"	811.479093422053	-0.07933472898877	0.434248208417342	-0.182694430169125	0.855037786289826	0.95379616996605
"ENSG00000003393"	1211.6964523055	0.175493707172608	0.489658346313105	0.3584003182913	0.720043753490856	0.898215064559988
"ENSG00000003400"	8.43655608930833	0.337355335228865	1.65323965458956	0.204057127647726	0.838308856557638	NA
"ENSG00000003402"	166.995467926964	1.77079120462106	0.967589727048926	1.83010542083972	0.0672341765154406	0.320559909223528
"ENSG00000003436"	219.8738817397	0.782215539901535	1.49807172750389	0.522148256015001	0.601567109972923	0.836525800812761
"ENSG00000003509"	342.606784148349	0.0342796532706889	0.992591486385432	0.0345355100672078	0.972450126289165	0.993343037823886
"ENSG00000003756"	259.952019971995	2.11429634591734	0.850719159759553	2.48530472325899	0.0129440581454674	0.141846648821028
"ENSG00000003987"	138.796574996681	0.500982632332298	0.897023460553631	0.558494459022396	0.576506787149893	0.823939249624385
"ENSG00000003989"	40.3274890814498	-0.265772780596241	1.31052071441774	-0.202799374075002	0.839291847187071	0.946401883625623
"ENSG00000004059"	1727.20826555064	-0.22709936070648	0.344736863299384	-0.658761463839327	0.510048956924505	0.787334350194442
"ENSG00000004142"	1095.71522777539	1.26597757398571	0.818812026311919	1.54611502189081	0.12207679149174	0.420947995581536
"ENSG00000004399"	27.5898942366121	3.44937562964219	1.34621383450408	2.56227914260952	0.0103987702320861	NA
"ENSG00000004455"	1153.68581763807	0.798167114446968	0.472644464976542	1.68872624899264	0.0912719029302395	0.367501009919284
"ENSG00000004468"	1319.66102646626	1.01290114681089	0.64133843358999	1.57935513257957	0.114254622556463	0.407234393755597
"ENSG00000004478"	673.45792768778	2.06361983170758	1.0095217026603	2.04415598621556	0.0409381397339993	0.253136724255775
"ENSG00000004487"	731.088830552731	0.127432901897682	0.499549878137935	0.255095451874969	0.798649376869474	0.929814956495941
"ENSG00000004534"	844.807661277926	1.42868738786197	0.510275148337711	2.79983728879627	0.00511283711301493	0.089274876372021
"ENSG00000004660"	30.3797326869308	2.52321438432467	1.36656258922033	1.84639503834526	0.0648348671289752	NA
"ENSG00000004700"	642.37104235873	0.252061524267955	0.611749616067969	0.412033808681539	0.680314642971561	0.879359539003244
"ENSG00000004766"	2847.46813377558	-0.315809068899309	0.343485687819506	-0.919424244148595	0.357873713145704	0.677643202135949
"ENSG00000004777"	94.0136558002304	-1.08780527362236	1.29140328244683	-0.84234358732718	0.399595659868046	0.713583625178233
"ENSG00000004779"	5248.68444653923	-0.531594228648055	0.501629835048217	-1.05973407382549	0.289265596637412	0.619685107638632
"ENSG00000004799"	76.5674273800371	0.211604084327774	2.71852735774081	0.0778377615826623	0.937957108157267	0.981667875264945
"ENSG00000004848"	4.09719668383359	3.50311314498672	1.74994871415252	2.00183760624278	0.0453021999202342	NA
"ENSG00000004864"	981.610498614767	0.132868889982665	0.378227623714292	0.35129345836208	0.725368202083691	0.901035788851323
"ENSG00000004866"	352.97264781662	-0.120943906175846	0.441023336722591	-0.274234708472856	0.783904256637654	0.923934717501492
