"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003"	137.940104430306	2.314367490094	1.18513252338093	1.95283434083102	0.0508392279277528	0.268416902695478
"ENSG00000000419"	1047.64136856609	-0.747535431697057	0.34945579059643	-2.13914163626023	0.0324241992447119	0.21340210835405
"ENSG00000000457"	1234.3797323991	-1.01538664515209	0.454116537506527	-2.23596051076977	0.0253543579871638	0.189053457347704
"ENSG00000000460"	561.409764049268	1.19227608276688	0.556809622531728	2.14126343101935	0.0322528003649207	0.212715536516563
"ENSG00000000971"	42.6818123965613	2.34670918034568	1.30220173341485	1.80210878247854	0.0715282922113492	0.322182123014472
"ENSG00000001036"	154.867973398775	0.744692195200202	1.06586764890389	0.698672293850014	0.484756852566795	0.775159675343567
"ENSG00000001084"	415.422063804721	-0.311041414252126	0.515540246273725	-0.603331003738899	0.546288511719173	0.810906741846382
"ENSG00000001167"	768.163887655119	-0.496742465242991	0.718503342813513	-0.691357208301702	0.489341088614734	0.77746237701171
"ENSG00000001460"	1027.90638682865	-0.486610947570993	0.317773524076173	-1.53131368947637	0.12569188384284	0.416901739338127
"ENSG00000001461"	1885.71738202723	0.897246404353278	0.588589102256866	1.52440199948131	0.127408320939757	0.419755992885516
"ENSG00000001497"	341.112233045245	0.370279166515748	0.919905471464519	0.402518713065432	0.687302319307461	0.88170349278654
"ENSG00000001561"	26.1506984295171	0.275635873925412	1.80827601878269	0.152430199296105	0.87884763978065	0.956836941184936
"ENSG00000001626"	1125.23079604711	0.253769147913215	0.603574732988675	0.42044362370281	0.674161405538055	0.876349027203891
"ENSG00000001629"	658.304358897706	-0.595719363773287	0.558182252256707	-1.06724884455716	0.285859481355491	0.617452268676706
"ENSG00000001630"	843.365274651194	0.777672162267832	0.776189950873741	1.00190959879398	0.316387256217529	0.644476282620319
"ENSG00000001631"	964.937053816288	-0.386696834816958	0.50723376536616	-0.762364142966331	0.445842700779367	0.747089209407764
"ENSG00000002016"	62.638449899705	2.68561842556907	0.87518722287474	3.06862161075384	0.00215048781855874	0.0518964754387349
"ENSG00000002079"	25.2625406241803	0.524882036282791	1.05238656237305	0.498754027321691	0.617952678119424	0.849456976373373
"ENSG00000002330"	61.5629350399363	2.02673865522023	1.00774528006871	2.01116164501613	0.0443083855950823	0.253452482841302
"ENSG00000002549"	447.167741769711	0.566475136015715	0.734235767584729	0.771516672198001	0.440400744124111	0.743774371334446
"ENSG00000002586"	3379.53697760813	-0.574017359605618	0.422353333441325	-1.3590927646493	0.174117195288172	0.486625794340554
"ENSG00000002587"	9.35755879910003	-0.636276009568269	1.52294234319736	-0.417793892467677	0.676097816719977	0.877332551820761
"ENSG00000002746"	45.1515730762551	0.992435308422916	0.721478870711257	1.37555699648493	0.168958828246971	0.479119112225313
"ENSG00000002822"	391.203590068596	2.01850829490896	0.806071069381706	2.50413192034947	0.0122752255495474	0.131236480841588
"ENSG00000002834"	107.27507833129	0.966022100655208	0.910969841698739	1.06043258122992	0.288947846259839	0.620116508159046
"ENSG00000002919"	300.760188844639	0.520678859771952	1.0466021183256	0.497494559446293	0.618840338558523	0.849719716622965
"ENSG00000002933"	8.33452667419627	3.1408266051657	1.83962108814935	1.70732257060901	0.0877621131854317	0.352806365252287
"ENSG00000003056"	704.470605218611	0.927117885383493	0.864090553013547	1.07294065668249	0.283297742858334	0.616181721579811
"ENSG00000003096"	12.2719896622704	1.16194246432796	2.48773279999484	0.467068836464419	0.64045062943502	0.859809037230504
"ENSG00000003137"	9.73545369963005	-0.0054858083043512	1.2357397840996	-0.00443929084014101	0.996457970011718	0.999088489263119
"ENSG00000003147"	908.629346692488	-0.228739549480483	0.473826690316693	-0.482749397944636	0.629273684137542	0.854599257637169
"ENSG00000003393"	1252.10792791478	0.0485038182179501	0.454997785995191	0.106602317002182	0.915104480359964	0.970167026270263
"ENSG00000003400"	98.0276437017889	0.36995193873802	0.413885618397081	0.893850673456087	0.371401792517455	0.690337095001671
"ENSG00000003402"	311.278740045898	1.35460283948591	0.652117832036275	2.07723631058528	0.0377797540807418	0.232808758587003
"ENSG00000003436"	361.451598931656	0.951904654037749	0.815666867541965	1.16702626025051	0.24319976475837	0.572096776000588
"ENSG00000003509"	347.581517604216	-0.0747820110312993	0.939050772829538	-0.0796357483482677	0.936526962423787	0.979646933538656
"ENSG00000003756"	357.81025279962	1.72903369947556	0.636057442047361	2.7183609296514	0.00656062288821359	0.0933651351034127
"ENSG00000003987"	146.029786812236	0.31901885056623	0.881204511074722	0.362025893600059	0.717332680724101	0.894550074947351
"ENSG00000003989"	38.7913334750525	-0.346738761637856	1.19011851051088	-0.291348095652266	0.770785107027537	0.915957509186869
"ENSG00000004059"	2560.06417344524	-0.388971866430564	0.332806982470298	-1.16876113458731	0.242499883205764	0.571890644459946
"ENSG00000004139"	11.6455142098759	4.19906020389179	1.22873003335274	3.41739852523515	0.000632226578325968	0.0258626947902952
"ENSG00000004142"	1110.64238498101	1.11016515031187	0.735215920742689	1.50998518801173	0.131047203734434	0.425456991945295
"ENSG00000004399"	23.8669896137723	3.1308494450764	1.40973056529721	2.2208849847959	0.026358752477756	0.193122930006849
"ENSG00000004455"	1308.44488415325	0.645782096134855	0.428789737805423	1.50605772292969	0.132052356274991	0.426326635866419
"ENSG00000004468"	1276.6474960117	0.894486400076372	0.576574504603236	1.55138042514021	0.120810543436544	0.409985266735105
