"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003"	137.879663396551	1.56708623041715	1.2154212483888	1.28933588457049	0.19728134074405	0.410784452432755
"ENSG00000000419"	942.475837808678	-1.152914198272	0.380596304286892	-3.02923119664068	0.00245176977003195	0.0208417769701443
"ENSG00000000457"	810.999518025844	0.274971569648796	0.679545671143635	0.404640307966402	0.68574192523905	0.835965308455718
"ENSG00000000460"	220.93399160191	1.64119223281832	1.07279921776478	1.52982236157648	0.126060704957149	0.309947818269583
"ENSG00000001036"	102.182765208396	-2.36017755667845	1.07680778984652	-2.19182808569285	0.0283919223254044	0.115216376215854
"ENSG00000001084"	368.806846119834	0.577072806714037	0.68831371531187	0.838386325706978	0.401813766806335	0.632265979784692
"ENSG00000001167"	695.894903834984	-0.367734004707941	0.702336054564156	-0.523586967119528	0.600565848216024	0.783256170799277
"ENSG00000001460"	932.642215022374	-0.442116610352803	0.304006344730248	-1.45430060265717	0.145862983460456	0.341104547408128
"ENSG00000001461"	1776.50946402764	1.47441435273623	0.570582728618188	2.58405009262531	0.00976476109154901	0.0551040186325433
"ENSG00000001497"	340.509744547096	1.29888598303776	0.907771325082709	1.43085152300819	0.152472772986585	0.350648481753588
"ENSG00000001561"	28.3303849003849	1.46987356915118	1.79182490848374	0.820322098544219	0.412032511829306	0.640650211536062
"ENSG00000001626"	1667.77376532713	-0.465982091391243	0.572542496368982	-0.81388210368045	0.415712493950457	0.643872654114109
"ENSG00000001629"	628.084500029242	-0.810096181136116	0.540231190996772	-1.49953611460571	0.133734606991239	0.321540867322581
"ENSG00000001630"	35.647699344876	-1.73330202912004	0.960667163839932	-1.80426904797263	0.0711891395412717	0.214030379511277
"ENSG00000001631"	141.18617124376	-0.268011894522353	0.706429298393628	-0.379389551271152	0.70439860851297	0.847534662094685
"ENSG00000002016"	60.9251133514048	0.730233141999149	1.00922348166062	0.723559405095876	0.469336271290708	0.688314053308238
"ENSG00000002079"	23.6793471699677	0.478004279660697	1.12814082043038	0.423709763004888	0.671777494194623	0.827574575460743
"ENSG00000002330"	27.4393389392745	3.07015906852664	1.03236081846629	2.97392056498982	0.00294021178927968	0.0236133712965313
"ENSG00000002549"	433.509122295888	1.45465898217711	0.70943957522168	2.05043393825693	0.0403221041948571	0.146279182823596
"ENSG00000002586"	3227.03985016488	-1.1231422164433	0.425376301988551	-2.64034975900826	0.00828205049820883	0.0491649180868337
"ENSG00000002746"	33.2853355792409	2.94404461267237	0.962853906825816	3.05762337546911	0.0022309978106752	0.0196314741466442
"ENSG00000002822"	27.9281067923833	2.68183572462224	0.977681947689793	2.74305537803911	0.00608704190858707	0.039938279385119
"ENSG00000002834"	88.4928676174852	0.92828307120057	1.04210024121835	0.890780977188226	0.373046682369025	0.605348904969266
"ENSG00000002919"	308.55493213376	2.21912710425382	1.18113931680267	1.87880216388103	0.0602715114844001	0.191943444709292
"ENSG00000003056"	469.30756552766	2.66206596475896	0.826036478290624	3.22269782839102	0.00126989440747742	0.0129944359630068
"ENSG00000003096"	13.4784505209572	0.111111923444529	2.42292175800344	0.0458586510594087	0.96342291115599	0.983162502158847
"ENSG00000003137"	6.70081757613106	0.916203332836189	1.29351468384271	0.70830532059704	0.478755673723454	0.694725537000714
"ENSG00000003147"	811.479093422053	-0.643345295208462	0.418398559119307	-1.53763745401669	0.124137284352036	0.306560092708835
"ENSG00000003393"	1211.6964523055	0.867307003028776	0.472086856618656	1.83717676285441	0.0661838048986657	0.203943240300393
"ENSG00000003400"	8.43655608930833	4.32323286035251	1.72585958232403	2.50497369810983	0.0122460499580303	0.0644472506547827
"ENSG00000003402"	166.995467926964	0.361944326399843	0.931211376818176	0.388681168862603	0.697512014251072	0.843979707197291
"ENSG00000003436"	219.8738817397	-2.41100897534021	1.44193758173332	-1.67206195738514	0.094512105277906	0.257604423002365
"ENSG00000003509"	342.606784148349	0.758632258176463	0.956906443304855	0.792796687162419	0.427896286959176	0.654532116219049
"ENSG00000003756"	259.952019971995	3.01902500979306	0.821466462959131	3.67516526349447	0.000237695501438954	0.00377708240787535
"ENSG00000003987"	138.796574996681	1.70867422094039	0.866513073536527	1.9718966431363	0.0486214065978453	0.165873975583567
"ENSG00000003989"	40.3274890814498	-0.0603509178108023	1.26411826977219	-0.0477415122096753	0.961922249845629	0.982520856827368
"ENSG00000004059"	1727.20826555064	-0.581859348218296	0.332205199833392	-1.75150584190166	0.0798588158896152	0.23076990478017
"ENSG00000004142"	1095.71522777539	2.55517862584523	0.789449301587381	3.23665955585421	0.00120937596647559	0.0124957299000315
"ENSG00000004399"	27.5898942366121	1.54986545507433	1.28301743360766	1.20798471983061	0.227053139907142	0.447308578728777
"ENSG00000004455"	1153.68581763807	1.11059589540616	0.455632448660588	2.43748200697943	0.0147899502486614	0.0732851507139694
"ENSG00000004468"	1319.66102646626	1.50001189155179	0.618173154481918	2.42652383183629	0.0152442490717098	0.0748512556543923
"ENSG00000004478"	673.45792768778	3.66023939532472	0.973874831571162	3.75842898560138	0.000170983551059518	0.00296711590529655
"ENSG00000004487"	731.088830552731	0.623965887785181	0.481681626003243	1.29539067737033	0.195185492412709	0.408306581761357
"ENSG00000004534"	844.807661277926	1.0506668743239	0.491690844694259	2.13684449418052	0.0326106418255778	0.126460450978431
"ENSG00000004660"	30.3797326869308	4.76734714645588	1.35502673026635	3.51826797211505	0.000434373488130026	0.00587528431431686
"ENSG00000004700"	642.37104235873	1.28531498314427	0.590026258910323	2.17840301805894	0.029376045398668	0.117780444906445
"ENSG00000004766"	2847.46813377558	-0.223330089441787	0.331046223348709	-0.67461905223592	0.499917825265508	0.712643768938733
"ENSG00000004777"	94.0136558002304	0.0924431839774306	1.24594276208384	0.0741953697959765	0.940854930065705	0.972769272048424
"ENSG00000004779"	5248.68444653923	-1.48523786892998	0.483362559005831	-3.07272013782942	0.0021211731602029	0.0189143185353404
"ENSG00000004799"	76.5674273800371	-2.16643295028431	2.6182764445906	-0.827427124725577	0.407995011660757	0.63785392800674
"ENSG00000004848"	4.09719668383359	2.0403633933958	1.62825297923174	1.25309974519961	0.210169408771376	0.426921410561955
"ENSG00000004864"	981.610498614767	0.421329741496127	0.364688694935793	1.15531341482989	0.24796210445952	0.47226774783864
"ENSG00000004866"	352.97264781662	0.0539048083903673	0.425393507422683	0.12671751554686	0.899163982193197	0.952320402291498
"ENSG00000004897"	3651.66525439068	-0.618960201630893	0.445797815157345	-1.3884325597523	0.165005367461211	0.368932638204827
"ENSG00000004948"	40.2838201680491	0.848767372679051	1.41567398341359	0.5995500253755	0.548806161207013	0.749165285172807
"ENSG00000004961"	901.358893500425	2.66778904585053	0.90831947216465	2.93706028286813	0.00331339688304532	0.0257358560133244
"ENSG00000004975"	546.368375350569	-0.918617725138064	0.844762832649788	-1.08742677782901	0.276848242248743	0.505373474510969
"ENSG00000005001"	13.9489079052474	-0.390424200636845	1.55489754506333	-0.251093200241013	0.80174205296051	0.903971559932337
"ENSG00000005007"	526.733354230924	0.111501828464687	0.813524411210657	0.137060212242131	0.890983201634621	0.947522384261102
"ENSG00000005020"	7150.6970510798	-1.38589316693918	0.450862190848334	-3.07387311482364	0.002112992804734	0.0188506978076962
"ENSG00000005022"	6597.39286879135	-0.44335915758187	0.427310179085671	-1.03755814694267	0.299475811564152	0.530251289649578
"ENSG00000005059"	1571.09049052677	-0.177562416018872	0.739773417054153	-0.240022704148984	0.810312655641607	0.907676243519032
"ENSG00000005075"	2871.770151071	-1.13923924225863	0.513510970566424	-2.21852951067822	0.0265187497445301	0.109865132788115
"ENSG00000005100"	613.938357652349	1.15118784417016	0.476232307279716	2.41728212591425	0.0156368920372007	0.0761364200461053
"ENSG00000005108"	2942.63837329191	0.737108119041291	0.416224030702694	1.77094080271353	0.0765705462563023	0.224466658459498
"ENSG00000005156"	341.200851812859	1.59220403888012	1.05736741520237	1.50581908992853	0.132113621367055	0.31909023352284
"ENSG00000005175"	2004.71688805347	0.523831168547647	0.378029534847534	1.38568847208967	0.165842049766769	0.370157484190994
"ENSG00000005187"	397.540985142044	-0.287722457076779	1.36520966301988	-0.210753311282846	0.833079772374703	0.919950967921143
"ENSG00000005189"	164.997348324835	0.971499966166628	1.27758849734788	0.760416963821561	0.447005386408126	0.67032146810013
"ENSG00000005194"	6395.05780168687	-0.0991686706234898	0.31862858960627	-0.311235946360095	0.75562125786801	0.878504725261815
